127;Time; Monday ; 禮拜一 / 星期一; láihbaai yāt / sing1 kei4 yāt;file:///android_asset/time.png
128;Time; Tuesday ; 禮拜二 / 星期二; láihbaai yih / sing1 kei4 yih;file:///android_asset/time.png
129;Time; Wednesday ; 禮拜三 / 星期三 ; láihbaai sāam / sing1 kei4 sāam;file:///android_asset/time.png
130;Time; Thursday ; 禮拜四 / 星期四; láihbaai sei / sing1 kei4 sei;file:///android_asset/time.png
131;Time; Friday ; 禮拜五 / 星期五; láihbaai ńgh / sing1 kei4 ńgh;file:///android_asset/time.png
132;Time; Saturday ; 禮拜六 / 星期六; láihbaai luhk /  sing1 kei4 luhk;file:///android_asset/time.png
133;Time; January ; 一月; yāt'yuht;file:///android_asset/time.png
134;Time; February ; 二月; yih'yuht;file:///android_asset/time.png
135;Time; March ; 三月; sāam'yuht;file:///android_asset/time.png
136;Time; April ; 四月; seiyuht;file:///android_asset/time.png
137;Time; May ; 五月; ńgh'yuht;file:///android_asset/time.png
138;Time; June ; 六月; luhk'yuht;file:///android_asset/time.png
139;Time; July ; 七月; chāt'yuht;file:///android_asset/time.png
140;Time; August ; 八月; baat'yuht;file:///android_asset/time.png
141;Time; September ; 九月; gáuyuht;file:///android_asset/time.png
142;Time; October ; 十月; sahpyuht;file:///android_asset/time.png
143;Time; November ; 十一月; sahpyāt'yuht;file:///android_asset/time.png
144;Time; December ; 十二月; sahpyih'yuht;file:///android_asset/time.png
145;Colors;black ; 黑色; hāk sīk;file:///android_asset/colors.png
146;Colors;white ; 白色; baahk sīk;file:///android_asset/colors.png
147;Colors;gray ; 灰色; fūi sīk;file:///android_asset/colors.png
148;Colors;red ; 紅色; hùhng sīk;file:///android_asset/colors.png
149;Colors;blue ; 藍色; làahm̀ sīk;file:///android_asset/colors.png
150;Colors;yellow ; 黃色; wòhng sīk;file:///android_asset/colors.png
151;Colors;green ; 綠色; luhk sīk;file:///android_asset/colors.png
152;Colors;orange ; 橙色; chàahng sīk;file:///android_asset/colors.png
153;Colors;purple ; 紫色; jí sīk;file:///android_asset/colors.png
154;Colors;brown ; 啡色; fē sīk;file:///android_asset/colors.png
155;Colors;pink ; 粉紅色; fán hùhng sīk;file:///android_asset/colors.png
156;Getting Around; How much is a ticket ? ; 去_____張飛要幾多錢嘎?; Heui Yāt jēung fēi yiu géidō chín gah?;file:///android_asset/getting_around.png
157;Getting Around;" One ticket to _____, please. ";" 一張飛去_____,  唔該.";" Yāt jēung fēi heui _____, m̀h'gōi.";file:///android_asset/getting_around.png
158;Getting Around; Where does this train/bus go? ; 呢 [班火車]/[架巴士] 去邊度嘎?; Nī [bāan fóchē]/[ga bāsí] heui bīn?;file:///android_asset/getting_around.png
159;Getting Around; Where is the train/bus to _____? ; 去_____ [班火車]/[架巴士] 喺邊度搭嘎?; Heui _____ [bāan fóchē]/[ga bāsí] hái bīndouh daap gah?;file:///android_asset/getting_around.png
160;Getting Around; Does this train/bus stop in _____? ; 呢[班火車]/[架巴士]停唔停_____嘎?; Nī [bāan fóchē]/[ga bāsí] tìhng-m̀h- tìhng _____ gah? ;file:///android_asset/getting_around.png
161;Getting Around; When does the train/bus for _____ leave? ; 去_____[班火車/架巴士]幾點走嘎?; Heui _____ [bāan fóchē]/[ga bāsí] géidím jáu gah?;file:///android_asset/getting_around.png
162;Getting Around; When will this train/bus arrive in _____? ; [班火車]/[架巴士]會幾點去到_____嘎?; [Bāan fóchē]/[Ga bāsí] wúih géidím heuidou _____ gah?;file:///android_asset/getting_around.png
163;Getting Around; Taxi! ; 的士!; Dīk-síh!;file:///android_asset/getting_around.png
164;Getting Around;" Take me to _____, please. ";" 載我去_____,  唔該.";" Joi ngóh heui _____, m̀h'gōi.";file:///android_asset/getting_around.png
165;Getting Around; How much does it cost to get to _____? ; 去_____要幾多錢嘎?; Heui _____ yiu géidō chín gah?;file:///android_asset/getting_around.png
166;Getting Around;" Take me there, please. ";" 載我去嗰度,  唔該. ";"Joi ngóh heui gódouh, m̀h'gōi";file:///android_asset/getting_around.png
167;Getting Around; How do I get to _____ ? ; 我可以點去_____呀?; Ngóh hó'yi dím heui _____ a?;file:///android_asset/getting_around.png
168;Getting Around; the train station ; 火車站; fóchē jaahm;file:///android_asset/getting_around.png
169;Getting Around; the bus station? ; 巴士站; bāsí jaahm;file:///android_asset/getting_around.png
170;Getting Around; the airport? ; 機場; gēichèuhng;file:///android_asset/getting_around.png
171;Getting Around; downtown? ; 市區; síh'kēui;file:///android_asset/getting_around.png
172;Getting Around; the youth hostel? ; 青年旅舍; chīngnìhn léuihséh;file:///android_asset/getting_around.png
173;Getting Around; the _____ hotel? ; _____ 酒店; _____ jáudim;file:///android_asset/getting_around.png
174;Getting Around; the American/Canadian/Australian/British consulate ; 美國/加拿大/澳州/英國 領事館?; Méihgwok/Gānàhdaaih/Oujāu/Yīng'gwok líhngsihgún;file:///android_asset/getting_around.png
175;Getting Around; Where are there a lot of_____ ? ; 邊度可以搵到好多_____呀?; Bīndouh hó'yi wándou hóudō _____ a?;file:///android_asset/getting_around.png
176;Getting Around; restaurants ; 餐廳; chāantēng;file:///android_asset/getting_around.png
177;Getting Around; bars ; 酒吧; jáubā;file:///android_asset/getting_around.png
178;Getting Around; sites to see ; 景點; gíngdím;file:///android_asset/getting_around.png
179;Getting Around; Can you show me on the map? ; 可唔可以喺張地圖度指俾我睇呀?; Hó-m̀h-hó'yi hái jēung deihtòuh douh jí béi ngóh tái a?;file:///android_asset/getting_around.png
180;Getting Around; street ; 街; gāai;file:///android_asset/getting_around.png
181;Getting Around; Turn left. ; 轉左; Jyun jó.;file:///android_asset/getting_around.png
182;Getting Around; Turn right. ; 轉右; Jyun yauh.;file:///android_asset/getting_around.png
183;Getting Around; left ; 左; jó;file:///android_asset/getting_around.png
184;Getting Around; right ; 右; yauh;file:///android_asset/getting_around.png
185;Getting Around; straight ahead ; 直行; jihk'hàahng;file:///android_asset/getting_around.png
186;Getting Around; towards the _____ ; 去_____; heui _____;file:///android_asset/getting_around.png
187;Getting Around; past the _____ ; 過咗; _____ gwojó _____;file:///android_asset/getting_around.png
188;Getting Around; before the _____ ; _____之前; jīchìhn;file:///android_asset/getting_around.png
189;Getting Around; Watch for the _____. ; 睇住_____.; Táijyuh _____.;file:///android_asset/getting_around.png
190;Getting Around; intersection ; 十字路口; sahpjihlouh'háu;file:///android_asset/getting_around.png
191;Getting Around; north ; 北面; bākmihn;file:///android_asset/getting_around.png
192;Getting Around; south ; 南面; nàahm'mihn;file:///android_asset/getting_around.png
193;Getting Around; east ; 東面; dūngmihn;file:///android_asset/getting_around.png
194;Getting Around; west ; 西面; sāimihn;file:///android_asset/getting_around.png
195;Getting Around; uphill ; 上山; séuhngsāan;file:///android_asset/getting_around.png
196;Getting Around; downhill ; 落山; lohksāan;file:///android_asset/getting_around.png
197;Hotel; Do you have any rooms available? ; 你哋有冇空房呀?; Néihdeih yáuh-móuh hūngfóng a?;file:///android_asset/hotel.png
198;Hotel; How much is a room for one person/two people? ; 單人房/雙人房 要幾多錢呀?; Dāanyàhnfóng/Sēungyàhnfóng yiu géidō chín a?;file:///android_asset/hotel.png
199;Hotel; Does the room come with _____? ; 間房有冇_____嘎?; Gāan fóng yáuh-móuh _____ gah?;file:///android_asset/hotel.png
200;Hotel; bedsheets ; 床襟; chòhngkám;file:///android_asset/hotel.png
201;Hotel; a bathroom ; 浴室; yuhksāt;file:///android_asset/hotel.png
202;Hotel; a telephone ; 電話; dihnwah;file:///android_asset/hotel.png
203;Hotel; a TV ; 電視; dihnsih;file:///android_asset/hotel.png
204;Hotel; May I see the room first? ; 可唔可以睇下間房先呀?; Hó-m̀h-hó'yi tái-háh gāan fóng sīn a?;file:///android_asset/hotel.png
205;Hotel; Do you have anything _____? ; 有冇間房會_____嘎?; Yáuh-móuh gāan fóng húi _____ gah?;file:///android_asset/hotel.png
206;Hotel; quieter ; 靜啲; jihngdī;file:///android_asset/hotel.png
207;Hotel; bigger ; 大啲; daaihdī;file:///android_asset/hotel.png
208;Hotel; cleaner ; 乾淨啲; gōnjehngdī;file:///android_asset/hotel.png
209;Hotel; cheaper ; 平啲; pèhngdī;file:///android_asset/hotel.png
210;Hotel;" OK, I'll take it. ";" 好,  我要呢間.";" Hóu, ngóh yiu nī gāan.";file:///android_asset/hotel.png
211;Hotel; I will stay for _____ night(s). ; 我會喺度住_____晚.; Ngóh húi háidouh jyuh _____ máahn.;file:///android_asset/hotel.png
212;Hotel; Can you suggest another hotel? ; 你可唔可以介紹第二間酒店俾我呀?; Néih hó-m̀h-hó'yi gaaisiuh daihyih gāan jáudim béi ngóh a?;file:///android_asset/hotel.png
213;Hotel; Do you have a _____?; 你哋有冇_____嘎?; Néihdeih yáuh-móuh _____ gah?;file:///android_asset/hotel.png
214;Hotel; safe ; 夾萬; gaapmaahn;file:///android_asset/hotel.png
215;Hotel; lockers ; 儲物櫃; chyúhmahtgwaih;file:///android_asset/hotel.png
216;Hotel; Is breakfast/supper included? ; 包唔包 早餐/晚餐 嘎?; Bāau-m̀h-bāau jóuchāan/máahnchāan gah?;file:///android_asset/hotel.png
217;Hotel; What time is breakfast/supper? ; 幾點有 早餐/晚餐 嘎? ;Géidím yáuh jóuchāan/máahnchāan gah?;file:///android_asset/hotel.png
218;Hotel; Please clean my room. ; 唔該幫我執下間房.; M̀h'gōi bōng ngóh jāp-háh gāan fóng.;file:///android_asset/hotel.png
219;Hotel; Can you wake me at _____? ; 可唔可以_____叫醒我呀?; Hó-m̀h-hó'yi _____ giuséng ngóh a?;file:///android_asset/hotel.png
220;Hotel; I want to check out. ; 我想退房.; Ngóh séung teuifóng.;file:///android_asset/hotel.png
221;Money; Do you accept American/Australian/Canadian dollars? ; 你哋收唔收 美/澳/加 元嘎?; Néihdeih sāu-m̀h-sāu Méih/Ou/Gā yùhn gah?;file:///android_asset/money.png
222;Money; Do you accept British pounds? ; 你哋收唔收英鎊嘎?; Néihdeih sāu-m̀h-sāu Yīngbohng gah?;file:///android_asset/money.png
223;Money; Do you accept credit cards? ; 你哋收唔收信用卡嘎?; Néihdeih sāu-m̀h-sāu sun-yoong-caht gah?;file:///android_asset/money.png
224;Money; Can you change money for me? ; 可唔可以幫我唱錢呀?; Hó-m̀h-hó'yi bōng ngóh cheung chín a?;file:///android_asset/money.png
225;Money; Where can I get money changed? ; 我可以去邊度唱錢呀?; Ngóh hó'yi heui bīndouh cheung chín a?;file:///android_asset/money.png
226;Money; Can you change a traveler's check for me? ; 可唔可以幫我唱張旅行支票呀?; Hó-m̀h-hó'yi bōng ngóh cheung jēung léuih'hàhng jīpiu a?;file:///android_asset/money.png
227;Money; Where can I get a traveler's check changed? ; 我可以去邊度唱張旅行支票呀?; Ngóh hó'yi heui bīndouh cheung jēung léuih'hàhng jīpiu a?;file:///android_asset/money.png
228;Money; What is the exchange rate? ; 匯率係幾多呀?; Wuihléut haih géidō a?;file:///android_asset/money.png
229;Money; Where is an automatic teller machine (ATM)? ; 邊度有櫃員機呀?; Bīndouh yáuh gwai'hyùhn'gēi a?;file:///android_asset/money.png
230;Restaurant;Fried;煎;jīn;file:///android_asset/restaurant.png
231;Restaurant;Stir-Fried;炒;cháau;file:///android_asset/restaurant.png
232;Restaurant;Boiled;煮;jyú;file:///android_asset/restaurant.png
233;Restaurant;Deep-fried;炸;ja;file:///android_asset/restaurant.png
234;Restaurant;Simmered;炆;mān;file:///android_asset/restaurant.png
235;Restaurant;Stewed;燉;dahn;file:///android_asset/restaurant.png
236;Restaurant;Baked;焗;guhk;file:///android_asset/restaurant.png
237;Restaurant;Steamed;蒸;jīng;file:///android_asset/restaurant.png
238;Restaurant;" A table for one person/two people, please. ";" 一張 一人枱/二人枱, 唔該. ";"Yāt jēung yātyàhntói/yihyàhntói, m̀h'gōi.";file:///android_asset/restaurant.png
239;Restaurant;" Can I look at the menu, please? ";" 俾張餐牌我睇, 唔該.";" Béi jēung chāanpáai ngóh tái, m̀h'gōi.";file:///android_asset/restaurant.png
240;Restaurant; Can I look in the kitchen? ; 可唔可以睇吓個廚房呀?; Hó-m̀h-hó'yi tái-háh gō chyùhfóng a?;file:///android_asset/restaurant.png
241;Restaurant; Is there a house specialty? ; 有乜嘢嘢食出名嘎?; Yáuh mātyéh yéhsihk chēutméng gah?;file:///android_asset/restaurant.png
242;Restaurant; Is there a local specialty? ; 有冇本地嘢食嘎?; Yáuh-móuh búndeih yéhsihk gah?;file:///android_asset/restaurant.png
243;Restaurant; I'm a vegetarian. ; 我食素.; Ngóh sihk sou.;file:///android_asset/restaurant.png
244;Restaurant; I don't eat pork. ; 我唔食豬.; Ngóh m̀h'sihk jyū.;file:///android_asset/restaurant.png
245;Restaurant; I don't eat beef. ; 我唔食牛.; Ngóh m̀h'sihk ngàuh.;file:///android_asset/restaurant.png
246;Restaurant; I only eat halal food. ; 我淨係食清真嘢.; Ngóh jihnghaih sihk chīngjān yéh.;file:///android_asset/restaurant.png
247;Restaurant;" Can you make it ""lite"", please? ";" 嘢食清啲, 唔該.";" yéhsihk chīngdī, m̀h'gōi.";file:///android_asset/restaurant.png
248;Restaurant; fixed-price meal ; 套餐; touchāan;file:///android_asset/restaurant.png
249;Restaurant; a la carte ; 跟餐牌;" gān chāanpáai (''means ""as on the menu""'')";file:///android_asset/restaurant.png
250;Restaurant; breakfast ; 早餐; jóuchāan;file:///android_asset/restaurant.png
251;Restaurant; lunch ; 晏; aan;file:///android_asset/restaurant.png
252;Restaurant; lunch ;午餐; ńghchāan;file:///android_asset/restaurant.png
253;Restaurant; tea (''meal'') ; 下午茶; hah-ńgh-chàh;file:///android_asset/restaurant.png
254;Restaurant; supper ; 晚餐; máahnchāan;file:///android_asset/restaurant.png
255;Restaurant; I want _____. ; 我想要_____.; Ngóh séung yiu _____.;file:///android_asset/restaurant.png
256;Restaurant; I want a dish containing _____. ; 我想要樣有_____.; Ngóh séung yiu yeuhng yáuh _____.;file:///android_asset/restaurant.png
257;Restaurant; chicken ; 雞; gāi;file:///android_asset/restaurant.png
258;Restaurant; beef ; 牛; ngàuh;file:///android_asset/restaurant.png
259;Restaurant; fish ; 魚; yùh;file:///android_asset/restaurant.png
260;Restaurant; ham ; 火腿; fótéui;file:///android_asset/restaurant.png
261;Restaurant; sausage ; 香腸; hēungchéuhng;file:///android_asset/restaurant.png
262;Restaurant; cheese ; 芝士; jīsí;file:///android_asset/restaurant.png
263;Restaurant; eggs ; 蛋; dáan;file:///android_asset/restaurant.png
264;Restaurant; salad ; 沙律; sāléut;file:///android_asset/restaurant.png
265;Restaurant; (fresh) vegetables ; (新鮮)蔬菜; (sānsīn) sōchoi;file:///android_asset/restaurant.png
266;Restaurant; (fresh) fruit ; (新鮮)生果; (sānsīn) sāang'gwó;file:///android_asset/restaurant.png
267;Restaurant; bread ; 麵包; mihnbāau;file:///android_asset/restaurant.png
268;Restaurant; toast ; 多士; dōsí;file:///android_asset/restaurant.png
269;Restaurant; noodles ; 麵; mihn;file:///android_asset/restaurant.png
270;Restaurant; rice ; 飯; faahn;file:///android_asset/restaurant.png
271;Restaurant; beans ; 豆; dáu;file:///android_asset/restaurant.png
272;Restaurant; May I have a glass/cup of _____? ; 可唔可以俾杯_____我呀?; Hó-m̀h-hó'yi béi būi _____ ngóh a?;file:///android_asset/restaurant.png
273;Restaurant; May I have a bottle of _____? ; 可唔可以俾樽_____我呀?; Hó-m̀h-hó'yi béi jēun _____ ngóh a?;file:///android_asset/restaurant.png
274;Restaurant; coffee ; 咖啡; gafē;file:///android_asset/restaurant.png
275;Restaurant; tea (''drink'') ; 茶; chàh;file:///android_asset/restaurant.png
276;Restaurant; juice ; 果汁; gwójāp;file:///android_asset/restaurant.png
277;Restaurant; bubbly water ; 有氣水; yáuh'hei séui;file:///android_asset/restaurant.png
278;Restaurant; water ; 水; séui;file:///android_asset/restaurant.png
279;Restaurant; beer ; 啤酒; bējáu;file:///android_asset/restaurant.png
280;Restaurant; red/white wine ; 紅/白 酒; hùhng/baahk jáu;file:///android_asset/restaurant.png
281;Restaurant; May I have some _____? ; 可唔可以俾啲_____我呀?; Hó-m̀h-hó'yi béi dī _____ ngóh a?;file:///android_asset/restaurant.png
282;Restaurant; salt ; 鹽; yìhm;file:///android_asset/restaurant.png
